ID_again,City,lat,lon,status,DC_Title,DC_Creator,DC_Description
220,"Rice Lake, WI, USA",45.503769,-91.740829,success,Halling,"Rindlisbacher, Otto, b. 1901?",Norwegian folk instrument| Very precious instrument -- old Norwegian -- as is the way of playing.
221,"Mayville, WI, USA",43.498983,-88.548322,success,Hans und Liesel,"Fischer, Ella Mittelstaedt, b. 1877?",German
222,,,,empty,He's the lily of the valley,Cymanfa Ganu Congregation,English hymn| Tune: English melody.| Hymn found in CÃ¢n a mawl #273.
223,"Rhinelander, WI, USA",45.644155,-89.400934,success,Heel and toe polka,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).
224,"Grantsburg, WI, USA",45.777786,-92.685056,success,Hemlangtan,"Olson, Ruth, b. 1921?| Carlson, Alice, b. 1921?",Swedish| This is a religious song of 2nd generation Swedes.
225,"Marion, WI, USA",44.673553,-88.889653,success,HÃªn brocer bach gloew fy nain,"Jones, John E., b. 1870?: Voice| Jones, John E., Mrs., b. 1873?: Accompanist","Welsh folk song| A child visited his grandmother and was attracted by the shiny poker in the fireplace. When he played with the other children he used it as a drum-major's baton. Later, when grandmother had passed away and her possessions scattered, his only keepsake was the shining poker."
226,"Red Granite, Lohrville, WI, USA",44.036479,-89.113419,success,Hen fjon fy nain,"Jones, Hugh P., b. 1888?","Welsh folk song| Song is in word notation only. Mr. Jones says there is no music notation that he knows of.| Sentiment of the verses of the song:| 1.| My old grandmother had a stick| It was as straight as it could be| It was used before there were any railroad trains;| It carried grandmother wherver she wished to go,| Even to the grave, with never an argument.| 2.| With this stick she had help| To church up on the hill| Thru summer, winter, ice, and snow.| 3.| When but a child I used to| Skip to Granny's house| Without mother knowing| 4.| But now she has gone to her grave| She no longer needs the stick (in heaven)"
227,"Milltown, WI, USA",45.526651,-92.499354,success,Her er det land,"Lothe, Brithe, b. 1871?","Norwegian| ""This is the land I like the best, the homeland (Norway)."""
228,"Blair, WI, USA",44.296263,-91.225443,success,Her hjemme,"Everson, Alice, b. 1891?",Norwegian
229,"Rice Lake, WI, USA",45.503769,-91.740829,success,Herdgirl's Sunday,"Rindlisbacher, Otto, b. 1901?: Accordion| Rindlisbacher, Otto, Mrs., b. 1901?: Viking cello","Lumberjack instrument| Played on the so-called Viking cello, an adaptation of the lumberjack pitchfork cello."
230,"Kenosha, WI, USA",42.584327,-87.841871,success,Het avondklokje,"Fennema, Andrew, Sr.",Holland Dutch
231,"Crandon, WI, USA",45.568712,-88.897293,success,Hicks Carmichael,"Faulkner, Grant, b. 1870?","Negro bad man| Faulkner was not intimately acquainted, but was there when this happened.| Used to attend singing schools in Kentucky."
232,"Rhinelander, WI, USA",45.644155,-89.400934,success,Highland fling,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).
233,"Sheboygan, WI, USA",43.756279,-87.723689,success,Hod schon ans geschlagen,"Karner, Robert, b. 1878?","Austrian| Mr. Karner's translation:| It was one-o-clock| It was two-o-clock| It was three and four too.| You must get up,| You must go home.| Goodbye, my dear."
234,"New Glarus, WI, USA",42.813394,-89.634998,success,Holzhacker buab'm,"Mueller, Albert",Tyrolean march
235,"Madison, WI, USA",43.081309,-89.395609,success,Homestead Strike,"Bundy, Winifred, b. 1884?",American labor union song| Miss Bundy learned this song from her oldest brother when about 6 years old.
236,"Green Bay, WI, USA",44.517447,-87.954553,success,Hommes,"Maes, Desire, b. 1873?","Belgian folk song| About the dispositions of men, women, boys, and girls."
237,"Superior, WI, USA",46.705622,-92.101588,success,Honkain keskellÃ¤,"Hayes, Martha Leppanen: Voice| Nukala, Mamie Wirtanen: Piano",Finnish folk song| (Hoi Laari laa! Sweetly echoes my Finland with its blue skies.)
238,"Madison, WI, USA",43.081309,-89.395609,success,"Hop, hop, hop, immer im galop","Meyer, Caspar A.,  b. 1861?","German nursery song| ""Hop, hop, hop| Immer im galop,| Ãœber Stock und Ã¼ber Steine,| Thu dir ja nicht weh die Beine,| Hop, hop, hop,| Immer im galop."""
239,"Black River Falls, WI, USA",44.300723,-90.843263,success,Hope song,"Stacy, Stella: Vocals| Oestreich, Nancy: Announcer","Peyote religious song| The rapid beat and chant typical of peyote music. The chant is repeated four times.| ""He is the only hope that I have, the Holy Son of God."""
240,"Rice Lake, WI, USA",45.503769,-91.740829,success,Hounds in the woods,"Rindlisbacher, Otto, b. 1901?: Violin| Rindlisbacher, Otto, Mrs., b. 1901?: Accordion",Lumberjack
241,"Beloit, WI, USA",42.510674,-89.033751,success,How happy is the sportsman,"Peters, J. L., b. 1886?","Cornish folk song| Mr. Peters learned this song from his father, and his grand-father before him.| Bowena is the fox."
242,"Chippewa Falls, WI, USA",44.933577,-91.388875,success,How they sang the Marsellaise in Chippewa Falls (story),"Cardinal, Charles, b. 1889?",French Canadian
243,"Milltown, WI, USA",45.526651,-92.499354,success,Hugen,"Lothe, Brithe, b. 1871?",Norwegian
244,"Lancaster, WI, USA",42.846347,-90.707772,success,Hunters' chorus,"Fowler, James H., Mrs., b. 1872?",Early American| This round is about 100-125 years old. It was quite often used at the end of the school year at the exhibitions.
245,"Blair, WI, USA",44.296263,-91.225443,success,Husmanden's klagesang,"Everson, Alice, b. 1891?",Norwegian| Complaint of the peasant farmer.
246,"Mukwonago, WI, USA",42.862336,-88.323693,success,I heard old master pray last night,"Lobdell, Hamilton, b. 1854?","Slave song| Adaptation of words to tune of ""Oh Susanna."""
247,"Madison, WI, USA",43.081309,-89.395609,success,I never will marry,"Bundy, Winifred, b. 1884?",This song was one she heard her grandparents sing. It used to contain endless verses with the singer making up verses to suit the occasion.
248,"Antigo, WI, USA",45.142765,-89.156261,success,I once had two handfuls of gold,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song| Not to be found in the collection of Ascher E. Treat.
249,"Antigo, WI, USA",45.142765,-89.156261,success,I once knew a little girl,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
250,"Grantsburg, WI, USA",45.777786,-92.685056,success,I sommar kvabl,"Jotblod, Abel, b. 1896?",Swedish
251,"Antigo, WI, USA",45.142765,-89.156261,success,I stood upon the sand bank,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
252,"Grantsburg, WI, USA",45.777786,-92.685056,success,I villande skogen,"Lindberg, A. C., b. 1889?",Swedish
253,"Plainfield, WI, USA",44.213709,-89.494963,success,I went down to New Orleans,"Moody, Lewis Winfield, b. 1865?",Vulgar
254,"Brussels, WI, USA",44.719135,-87.580459,success,I went to market,"Tie, Al van der","Wisconsin folk song| Mr. Van Der Tie learned this song, a mixture of English and French dialect, from Gust Mathey, an old resident of Brussels."
255,"Antigo, WI, USA",45.142765,-89.156261,success,"I'll sell my hat, I'll sell my coat","Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
256,"Harvard, IL, USA",42.420737,-88.613519,success,I'm in love with a typical Tipperary Miss,"Coffee, Lester A., b. 1871?",Sentimental ballad| Mr. Coffee enjoys singing this one because of the Irish brogue it calls for.
257,"Marion, WI, USA",44.673553,-88.889653,success,I've been spending six long months in Fond du Lac Jail,"Robinson, Charles, b. 1865?","Wisconsin lumberjack| Incomplete (only 2 verses - should be about 7). To be used to demonstrate, in search of complete song."
258,"Madison, WI, USA",43.081309,-89.395609,success,I've got a motto,"Levers, Eryl, b. 1922?",Cockney
259,"Milltown, WI, USA",45.526651,-92.499354,success,Ifjor gjett eg gjeiten,"Lothe, Brithe, b. 1871?","Norwegian| It was last year she was herding the goat, but now this year she is tending the baby. Last year she could dance; now she can not. She will not believe another man even if he has his shoulders under the water. But don't laugh, the same thing may happen to you."
260,"Rhinelander, WI, USA",45.644155,-89.400934,success,In a far off golden west,"Tester, Lee, b. 1878?",Prospector's song| Lee learned this song from his mother. His mother learned it from her father.
261,"Mayville, WI, USA",43.498983,-88.548322,success,In des Gartens dunkles Laube,"Fischer, Ella Mittelstaedt, b. 1877?",German
262,"Madison, WI, USA",43.081309,-89.395609,success,In lonely moments,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instruments
263,"Madison, WI, USA",43.081309,-89.395609,success,Ina Skillen,"Bundy, Winifred, b. 1884?","Civil War ballad| Miss Bundy regrets that she only knows the chorus of this old Irish song. It is about a dragoon who asked his love to be true while he left for the war. Apparently he didn't trust her, for he came back in disguise, but he got fooled, for either she knew him or really had been faithful."
264,"Berlin, WI, USA",43.968582,-88.952344,success,Interview,"Morgan, William Jacob, b. 1870?",
265,"Brussels, WI, USA",44.719135,-87.580459,success,Invitation to the Kermess,"Tie, Al van der",Wisconsin folk song| An old tune to which words inviting visitors to the Brussels Kermess have been set. Kermess is held Labor Day and the Sunday preceding.
266,"Almond, WI, USA",44.261405,-89.408716,success,Irish jubilee,"Puty, F. S., b. 1872?","Entertainer's song| This man picked this up from having heard others sing it. He doesn't know whether this is folk or not, but has never known it to be published."
267,"Rhinelander, WI, USA",45.644155,-89.400934,success,Irish jubilee,"Noyer, Emery De, b. 1878?",Entertainer's song
268,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,Irish Molly-O,"Sheehy, Patrick, b. 1874?","Irish| It was necessary to record this as a feeder for the ocean chanty ""Decks of Baltimore."""
269,"Madison, WI, USA",43.081309,-89.395609,success,Dance calls,"Persons, John, b. 1859?",Old time dance music
270,"Lancaster, WI, USA",42.846347,-90.707772,success,Irish washerwoman,"Muench, John, b. 1885?","Singing square-dance call| Mr. Muench first heard this call in 1912, from Mr. Ted Holtkamp, of Mexico, Missouri, who came to Lancaster at that time."
271,"Somerset, WI, USA",45.130029,-92.676858,success,J'ai fait une maitresse,"Belisle, Ernest Joseph, b. 1901?",Canadian French| He found a new girlfriend. On Monday he will ask her to marry him. On Tuesday he will marry her.
272,"Somerset, WI, USA",45.130029,-92.676858,success,J'etai garÃ§on Ã  marier,"Vanasse, Adelord Joseph, b. 1877?",Canadian French
273,"Milwaukee, WI, USA",43.063146,-87.948334,success,Juz ty nie zapomniales Jasiulenku moj,"Pokora, Stasia","Polish| This is another boy and girl song. She says, ""Why do you not love me anymore?"" He says, ""Too bad, but it is too late, it's all over."""
274,"Milwaukee, WI, USA",43.063146,-87.948334,success,JabÅ‚oneczka,"Pokora, Stasia","Polish| The text of the song is something like this. ""Who is coming to gather the apples from my tree?  Johnny used to do so, but now he is angry with me and I don't know why."""
275,"Grantsburg, WI, USA",45.777786,-92.685056,success,Jag har en vÃ¤n,"Lindberg, A. C., b. 1889?| Olson, Orrin, b. 1911?",Swedish| This is a religious song.
276,"Bryant, WI, USA",45.208056,-89.023889,success,Jam on Gerry's rock,"Grant, Dan",This disaster occurred in Michigan and is remembered by most of the older lumberjacks in Wisconsin.
277,"Hayward, WI, USA",46.008889,-91.482601,success,Jam on Gerry's rock,"Williams, Adolf, b. 1885?",Lumberjack
278,"Rhinelander, WI, USA",45.644155,-89.400934,success,Jam on Gerry's rock,"Noyer, Emery De, b. 1878?",Lumberjack| Mr. De Noyer is blind and has only one arm. All his life he has been a lumber camp entertainer.
279,"Wautoma, WI, USA",44.070467,-89.28797,success,Jam on Gerry's rock,"Taplin, Bert, b. 1854?","Lumberjack| Bert probably suffers from stage fright, besides it has been many years, (30) since he has sung these songs. Lumberjack since age of 14-50. Began as ""swamper"" and ended as foreman."
280,"Grantsburg, WI, USA",45.777786,-92.685056,success,Ã… jÃ¤nta Ã¥ ja,"Jotblod, Abel, b. 1896?","Swedish| He meets the girl on the road. They go to the dance, they become engaged and get married.| Mr. Jotblod is a second generation Swede."
281,"Somerset, WI, USA",45.130029,-92.676858,success,Jardiniere,"Phaneuf, Rosa Marrisette, b. 1881?","Canadian French| Mrs. Phaneuf learned this song from her uncle Joe Durande.| A woman had a lover. She hears her husband coming and hides the lover in a chest. The husband tells his wife he is leaving her and is going to sell the furniture at auction. He is not offered enough for the chest so he decides to burn it. Then the lover calls out that he will pay all he wants for the chest. ""I almost paid for a kiss by being burned to death."""
282,"Oneida, WI, USA",44.475504,-88.243735,success,"Jatgato, tune 1",Oneida Indians of the Oneida Methodist and Episcopal Churches,"Religious - Oneida| ""Oh Lord, --""| These same words are sung to many different tunes.| #15 in the W.P.A prepared booklet."
283,"Oneida, WI, USA",44.475504,-88.243735,success,"Jatgato, tune 2",Oneida Indians of the Oneida Methodist and Episcopal Churches,"Religious - Oneida| These words are the same as the ""Jatgato"" sung on [AFS 8463 B1], but the tune is different."
284,"Oneida, WI, USA",44.475504,-88.243735,success,"Jatgato, tune 3",Oneida Indians of the Oneida Methodist and Episcopal Churches,"Religious - Oneida| Translation: ""Oh, for a thousand tongues to sing"" (C. Wesley)| Compare with ""Lyngham,"" Chapel hymns.| Reverend Wenberg, pastor of the Oneida Methodist Church, said that the District Superintendent said he had never heard this melody in this country before, but that it is used in Ireland a great deal."
285,"Oneida, WI, USA",44.475504,-88.243735,success,"Jatgato, tune 4","Smith, Wallace| Webster, Albert","Oneida - Religious| Melody: ""Lord, I'm coming home.""| Words: #15 in the W.P.A. prepared booklet."
286,"Somerset, WI, USA",45.130029,-92.676858,success,Je ne vent pas d'un avocat,"Belisle, Ernest Joseph, b. 1901?","Canadian French| The girl does not want a lawyer, nor a shoemaker, nor a farmer. She makes up her mind, she wants an officer."
287,"Madison, WI, USA",43.081309,-89.395609,success,Jeftanovicero| Officirakocevo| Srbkinja,"TamburiÄa Quartet| EliaÅ¡, Charles, Jr.: Bisernica| EliaÅ¡, Martha: Piano",Kolos - Croatian national dance
288,"Rhinelander, WI, USA",45.644155,-89.400934,success,Jig,"Brusoe, Leizime, b. 1870?",Old time dance music| Calls it Morton reel because he heard a man named Morton play it.
289,"Millville, WI, USA",43.01865,-90.93917,success,Jim Blake,"Brown, Noble B., b. 1885?","Railway song| Mr. Brown learned this song from his mother. It is older than ""Casey Jones."""
290,"Madison, WI, USA",43.081309,-89.395609,success,Jim Bludsoe,"Dyer, Harry G., b. 1864?",Mississippi riverman| Recitation of poem.
291,"Lancaster, WI, USA",42.846347,-90.707772,success,Jordan River I'm bound to cross,"Richmond, Lily, b. 1862?",Negro spiritual
292,"Superior, WI, USA",46.705622,-92.101588,success,Jos voisin laulaa kuin lintu voi,"Hayes, Martha Leppanen: Voice| Nukala, Mamie Wirtanen: Piano","Finnish folk song| (Oh, could I sing like a bird. But I can neither sing nor fly like a bird. -- I'm sorry, but I cannnot.)| This song may be found in Suomalaisia kansanlauluja, 4 vihko, oy. Fazer, Helsinki."
293,"Grantsburg, WI, USA",45.777786,-92.685056,success,Julen ai inne,"Olson, Ruth, b. 1921?| Carlson, Alice, b. 1921?",Swedish Christmas carol
294,"Schofield, WI, USA",44.918498,-89.609749,success,Just plain folks,"Gordon, Bessie, b. 1901?",Sentimental ballad
295,"Brandon, WI, USA",43.736175,-88.781793,success,K'zal van mijn verlosser zingen,"Kok, Dick, b. 1889?| Mulder, Mrs. William",Dutch
296,"Milwaukee, WI, USA",43.063146,-87.948334,success,Kaczor,"Pokora, Stasia","Polish| This song is a lullaby. The mother is busy among her pots and pans, and wishes the child would sleep, so she sings to him the story about the drake."
297,"Milwaukee, WI, USA",43.063146,-87.948334,success,Kajtozas,"Pokora, Stasia","Polish| The girl goes to field to watch cattle. The boy friend, Johnny, comes, and they go to pick berries. The cattle stray away to a neighbor's land and are taken by the boss of the next farm. The mother scolds and gives her plenty to remember the episode by. She says to mother, ""If you can do better you tend the cattle."""
298,"Rice Lake, WI, USA",45.503769,-91.740829,success,Kan du glemme gamle Norge,"Rindlisbacher, Otto, b. 1901?| Rindlisbacher, Otto, Mrs., b. 1901?","Lumberjack instrument| Norwegian melody played on a Viking cello. Mrs. Rindlisbacher calls it a Viking cello because Knute Reindahl of Madison, who made one, called it that. Its origin is the lumber camp. Cracker box on a pitch fork or broom stick - probably a Scandinavian idea. Mrs. Rindlisbacher's instrument is made from wood from a chest dated 1722 (Norway spruce). The measurements are taken from Mr. Reindahl's instrument. She uses a violin bow. The instrument has one string. There is a range of three octaves. Different tunings are used. Movable fret was originally piece sawed off a pitch fork handle, with a groove in it."
299,"Madison, WI, USA",43.081309,-89.395609,success,Kan du glemme gamle Norge?,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument
300,"Blair, WI, USA",44.296263,-91.225443,success,Kan du glemme himmel arven,"Everson, Alice, b. 1891?",Norwegian
301,"Stevens Point, WI, USA",44.51956,-89.573683,success,Kasshubian dialect,"Bartosz, Adam, b. 1895?","The Kasshubians are fishermen along the Baltic shores.| Story of song: In the nearby valley one can hear a boy singing about his girl. She promised faithfulness and gave him a ring. Later the ring burst in twain which proved her untrue. He sings that he would go into the world from city to city, from house to house telling of his sorrow."
302,"Blair, WI, USA",44.296263,-91.225443,success,Kattyglo visa,"Everson, Alice, b. 1891?",Norwegian| [This] song is an owl ballad.
303,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,Kdyr jsem Å¡el ÄestiÄkou,"McClure, George, Mrs., b. 1906?|  Doser, Mayme, b. 1906?",Bohemian| As I walked that narrow path:| I met a girl - I asked her to marry me.| She said in about a year or two.| Then came a warning to leave for the mother slept next door.
304,"Hancock, WI, USA",44.13365,-89.521554,success,Keeping the working man down,"Humphries, Henry, b. 1865?",Workman's song
306,"Belgium, WI, USA",43.500499,-87.845446,success,Ker Jidder f'ru singer Dir,"Becker, Jacob C., b. 1872?","Luxemburger| This is Nicholas E. Becker's translation and adaptation of the song ""Paddle your own canoe,"" into [Luxembourgish]."
307,"Superior, WI, USA",46.705622,-92.101588,success,KesÃ¤-Ilta,"Nukala, Jalmar: Voice| Nukala, Mamie Wirtanen: Piano",Finnish folk song (complete)
308,"Superior, WI, USA",46.705622,-92.101588,success,KesÃ¤ilta,"Nukala, Jalmar: Voice| Nukala, Mamie Wirtanen: Piano","Finnish folk song (incomplete)| See record [AFS 4192 B1] for the complete song.| #19 in 54 suomalaisia kansanlaulua, vihko I (Armas Maasalo)."
309,"Plainfield, WI, USA",44.213709,-89.494963,success,Keyhole in the door,"Moody, Lewis Winfield, b. 1865?",Genteel vulgar
310,,,,empty,Kirken den er et gamalt hus,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass","Norwegian folk instrument| Miss Larson is a niece of Mrs. Thompson. The other two players are Mrs. Thompson's daughters. They are from McFarland, Wisconsin.| The psalmodikon, a one-string instrument, was originally used in Norway for sounding the single line of melody of the hymns.| Mrs. Thompson's father originated the idea of constructing a family of psalmodikons so four-part harmony could be played."
311,"Hancock, WI, USA",44.13365,-89.521554,success,Kitty Grauss,"Humphries, Henry, b. 1865?","Immigrant| Former lumberjack in Prentice, Wis."
312,"Madison, WI, USA",43.081309,-89.395609,success,Kitty Morey,"Bundy, Winifred, b. 1884?","Risque| Miss Bundy learned this song from brother Ned. She used to sing it at school when a very little girl and wondered why the boys liked it so well, until her older sister found out she was singing it and put a stop to it."
315,"Harvard, IL, USA",42.420737,-88.613519,success,Kitty Wells,"Coffee, Lester A., b. 1871?",Sentimental ballad| Very old song.
316,"Blair, WI, USA",44.296263,-91.225443,success,Kjoelstad visen,"Everson, Alice, b. 1891?",Norwegian| This ballad is about the peasants of Norway.
317,"Brandon, WI, USA",43.736175,-88.781793,success,Klewien van der erlaweh vlag,"Kok, Dick, b. 1889?",Dutch| [Includes continuation of AFS 8440 B5]
318,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,"KolinÃ©, KolinÃ©","Wachuta, Albert, b. 1875?",Bohemian| Name of a beautiful little town. Mr. Wachuta was born in Prairie du Chien. He learned all his songs by ear from his mother and other Bohemian immigrants. He has been playing accordion since about twelve and has played it at dances in the community for years.
320,"Blair, WI, USA",44.296263,-91.225443,success,Kom kjyra,"Everson, Alice, b. 1891?",Norwegian| Child's song
321,"Madison, WI, USA",43.081309,-89.395609,success,"Kom, laa us nu paa Bornens","Moll, Mildred N., b. 1900?",Danish
322,"Milwaukee, WI, USA",43.063146,-87.948334,success,Koraleczki,"Pokora, Stasia","Polish| She says, ""I have lost my corals. If you will find them for me, Johnny, I might give you a kiss. It won't hurt me, and my corals look very pretty on me."""
323,"Grantsburg, WI, USA",45.777786,-92.685056,success,Kosten valse,"Jotblod, Abel, b. 1896?",Swedish
324,"Stevens Point, WI, USA",44.51956,-89.573683,success,Krakowiaczek,"Jablonski, Jeanette, b. 1919?","Polish| A song of a young boy from the Province of KrakÃ³w. A boast of his bravery - everyone can see that he is a KrakÃ³vian by the rings on his red belt; by his ornaments, his red ties, and by his shoes which are steel shod.| Text in Lutnia Polska, Worzallowie [i.e., Worzalla] Brothers, Stevens Point."
325,"Cumberland, WI, USA",45.532863,-92.023279,success,L'America Ã¨ tantte bella,"St. Angelo, Thomas",Italian| Mr. St. Angelo says he never heard anyone but his mother sing this song.
326,"Rhinelander, WI, USA",45.644155,-89.400934,success,Lancers quadrille #1,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).
327,"New Glarus, WI, USA",42.813394,-89.634998,success,Landjaeger (Swiss march),"Mueller, Albert","Swiss folk tune| Mrs. Mueller translates ""Landjaeger"" as ""rural police."""
328,"Rice Lake, WI, USA",45.503769,-91.740829,success,LÃ¤ndler #1,"Rindlisbacher, Otto, b. 1901?","Played on authentic Swiss ""Hand-Orgeli"" - accordion."
329,"Rice Lake, WI, USA",45.503769,-91.740829,success,LÃ¤ndler #2,"Rindlisbacher, Otto, b. 1901?","Played on authentic Swiss ""Hand-Orgeli"" - accordion."
330,"Waukesha, WI, USA",43.02433,-88.244537,success,L'ane de petit Jean,"Starr, Morton Hull, Mrs.","Canadian french| This song was popular with the early French lumberjacks and raftsmen.| A donkey was killed, and his parts were scattered about. The head was found the head, which would never have a bridle again. The back was found which would never carry a saddle again. The feet were found, which would never have shoes again."
331,"Grantsburg, WI, USA",45.777786,-92.685056,success,Langtan till landet,"Lindberg, A. C., b. 1889?",Swedish
332,"Madison, WI, USA",43.081309,-89.395609,success,Lantern's gleam,"Levers, Eryl, b. 1922?",Two part song
333,"Harvard, IL, USA",42.420737,-88.613519,success,Lass of Glenshee,"Coffee, Lester A., b. 1871?","Scotch sentimental ballad| Mr. Coffee learned this song from a visiting aunt, when he was a very smal boy."""
334,"White Lake, WI, USA",45.160727,-88.772136,success,Lass of Mowhee,"Royce, Luther, b. 1913?","Kentucky mountain ballad| [This song is] from a collection ""on old pieces of paper in hand writin'"" from his grandmother."
335,"Antigo, WI, USA",45.142765,-89.156261,success,Last Saturday night I entered a house,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
336,"Kenosha, WI, USA",42.584327,-87.841871,success,Lelien,"Meer, Gertrude van der| Enhoff, Rika Tuinstra| Haan, Bertha de",Holland Dutch
337,"Yuba, WI, USA",43.535455,-90.426785,success,LetÄ›la husicka,"Stanek, Otto| Stanek, Otto, Mrs.",Bohemian
338,"Chippewa Falls, WI, USA",44.933577,-91.388875,success,Li'l Bateese,"Cardinal, Charles, b. 1889?",French Canadian
339,"Kenosha, WI, USA",42.584327,-87.841871,success,Lief Vaderland vaarwel,"Haan, Bertha de| Enhoff, Rika Tuinstra| Meer, Gertrude van der",Holland Dutch
340,"Sheboygan, WI, USA",43.756279,-87.723689,success,Lietuvos himnas,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John","Lithuanian| Performers, Lithuanian Group [from the Church of the Immaculate Conception]| ""Lithuania, land of our birth,| You land of great men,| From the past your sons have gotten strength from you.| Let your sons always go along the right path,| Let them work for your welfare| And the good of the people.| Let the sun of Lithuania chase away the clouds, and light and lead our path.| Let love of Lithuania burn in our hearts| For Lithuania let unity bloom.""| [Lithuanian national anthem]"
341,"Yuba, WI, USA",43.535455,-90.426785,success,Litomericka polka,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",Bohemian
342,"Rhinelander, WI, USA",45.644155,-89.400934,success,Little ball o' yarn,"Noyer, Emery De, b. 1878?","Vulgar| Camp entertainer for 35 years.| ""Gosh darn it! You know, I don't like to sing dirty songs."""
344,"Black River Falls, WI, USA",44.300723,-90.843263,success,Little brown bulls,"Bowlen, Charley, b. 1873?","Lumberjcak| Mr. Bowlen is part Irish and some French. His uncle was cook in the camp where this incident of this song happened. Mr. Bowlen thinks it was somewhere on the Chippewa River, - ""Pretty sure it was."" He knows the versions differ a little and thinks his words are as near the whay the song was originally sung as is possible to get them. He learned it when he was a very small boy, before he went to the woods, so the song must be at least 65 years old. It had a different tune to it which he never liked so ""I sang it to suit myself."""
345,,,,empty,Little brown bulls,"Williams, Adolf, b. 1885?",Lumberjack
346,"Bryant, WI, USA",45.208056,-89.023889,success,Little brown bulls,"Grant, Dan",McClusky and Bull Gordon of this song were local characters. Mr. Grant's father worked with McClusky.| A duplicate version of this same song is to be found on [AFS 4186 A1 and AFS 4186 B1].
347,"Black River Falls, WI, USA",44.300723,-90.843263,success,Little brown bulls,"Moseley, Arthur (Happy), b. 1864?",
348,"Crandon, WI, USA",45.568712,-88.897293,success,Little brown bulls,"Walker, Robert, b. 1883?",Lumberjack| Mr. Walker's version places the contest on Wolf River. Every singer agress that the contest actually took place.
349,"Madison, WI, USA",43.081309,-89.395609,success,Little brown bulls,"Dyer, Harry G., b. 1864?",Lumberjack| Recitation of poem and conversation about log skidding.| He places contest on Black River.
350,"Rhinelander, WI, USA",45.644155,-89.400934,success,Little brown bulls,"Noyer, Emery De, b. 1878?",Lumberjack
351,"Hayward, WI, USA",46.008889,-91.482601,success,Little brown bulls,"Williams, Adolf, b. 1885?","Lumberjack| Mr. Williams was the first white boy born in Hayward. His real name is Johnson, but there were so many Johnsons that he went by the name of Williams.| Mr. Ed Collett, of Hayward, knows just where this song was made up, - out on Highway 77, on the Torch River."
352,"Mukwonago, WI, USA",42.862336,-88.323693,success,Little Maude,"Lobdell, Hamilton, b. 1854?",Ballad
353,"Mukwonago, WI, USA",42.862336,-88.323693,success,Little Nell of Narraganset Bay,"Lobdell, Hamilton, b. 1854?","Ballad| Mr. Lobdell learned the song from Betty Andrews. Her father, Sewell Andrews, came form Vermont. Mr. Andrews was one of the three men who founded Mukwonago."
354,"Harvard, IL, USA",42.420737,-88.613519,success,Little old log cabin by the stream,"Coffee, Lester A., b. 1871?",Sentimental ballad| The chorus given at the end of the first verse should properly be repeated at the end of each new verse.
355,"Lancaster, WI, USA",42.846347,-90.707772,success,Little old log cabin in the lane,"Richmond, Lily, b. 1862?",Early American
