ID_again,City,lat,lon,DC_Title
404,"Madison, WI, USA",43.081309,-89.395609,Mistletoe bough
405,"Grantsburg, WI, USA",45.777786,-92.685056,Mitt ljus
406,"Darlington, WI, USA",42.682928,-90.115182,"Mitzel, willst mit mir auf die eume gehen?"
407,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Mocassin game song
408,"Black River Falls, WI, USA",44.300723,-90.843263,Moccasin game song
409,"Black River Falls, WI, USA",44.300723,-90.843263,Moccasin game song
410,"Red Granite, Lohrville, WI, USA",44.036479,-89.113419,Mochyn du sydd wedi marw
411,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Modern World War II song
412,"Brandon, WI, USA",43.736175,-88.781793,"MÅ“der, mÅ“der, de beer ist los"
413,"Rhinelander, WI, USA",45.644155,-89.400934,Money musk - double
414,"Rhinelander, WI, USA",45.644155,-89.400934,Money musk - single
415,"Black River Falls, WI, USA",44.300723,-90.843263,Monologue by Mr. Arthur Moseley
417,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Morning songs
418,"Crandon, WI, USA",45.568712,-88.897293,"Mother, the queen of my heart"
419,"Brandon, WI, USA",43.736175,-88.781793,Mouse and the cat
420,"Mayville, WI, USA",43.498983,-88.548322,MÃ¼de kehrt ein Wanderer zurÃ¼ck
421,"Kewaunee, WI, USA",44.458374,-87.512667,MÅ¯j milÃ¡Äek waltz
422,"Mukwonago, WI, USA",42.862336,-88.323693,Musician and his harp (The dying minstrel)
423,"Antigo, WI, USA",45.142765,-89.156261,My father keeps a public house
424,"Millville, WI, USA",43.01865,-90.93917,My father was a Dutchman
425,"Monroe, WI, USA",42.597234,-89.645995,My grandmother lived on yonder green
426,"Antigo, WI, USA",45.142765,-89.156261,My Jack has gone a'sailing
427,"Rhinelander, WI, USA",45.644155,-89.400934,My name is Joe Williams
428,"Antigo, WI, USA",45.142765,-89.156261,My old hen's a good old hen
429,"Dodgeville, WI, USA",42.964713,-90.130774,My Welsh relation
430,"Madison, WI, USA",43.081309,-89.395609,"Na selo| Vesela Serbadija| Posviraj| Ljubime dusa| Malo ja, malo ti"
431,"Yuba, WI, USA",43.535455,-90.426785,Na staÅ™ec
432,"Mukwonago, WI, USA",42.862336,-88.323693,Names of Indian tribes
433,"Madison, WI, USA",43.081309,-89.395609,Names of river rafts in rhyme
435,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Navajo night chant #1
436,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Navajo night chant #2
437,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Navajo night chant #3
438,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Navajo riding song
439,"Stevens Point, WI, USA",44.51956,-89.573683,Ne hody nryciu
440,"Superior, WI, USA",46.705622,-92.101588,Necken
441,"Oostburg, WI, USA",43.623074,-87.789119,Neerlandbovenal
442,"Crandon, WI, USA",45.568712,-88.897293,Never grow old
443,"Mayville, WI, USA",43.498983,-88.548322,Newhall House fire
444,"Grantsburg, WI, USA",45.777786,-92.685056,"Now folks, I'll sing you a funny little song"
445,"Somerset, WI, USA",45.130029,-92.676858,Now is the time of autumn
446,"Madison, WI, USA",43.081309,-89.395609,Nur eine Nacht
447,"Cumberland, WI, USA",45.532863,-92.023279,O bambino mio divina
448,"Millville, WI, USA",43.01865,-90.93917,O it's nine years ago I was diggin' in the land
449,"Millville, WI, USA",43.01865,-90.93917,O love is such a very funny thing
450,"Millville, WI, USA",43.01865,-90.93917,O Whiskey Johnny
451,"Madison, WI, USA",43.081309,-89.395609,"Oh, will you wear the white, Jennie Jenkins"
452,"Oneida, WI, USA",44.475504,-88.243735,O Z a Ya nel
453,"Antigo, WI, USA",45.142765,-89.156261,"O' pretty girls, won't you list' and come"
454,"Almond, WI, USA",44.261405,-89.408716,O'Connell and his steam
455,"Yuba, WI, USA",43.535455,-90.426785,Ochi Äerny
456,"Harvard, IL, USA",42.420737,-88.613519,Of late I've been driven near crazy
458,"Millville, WI, USA",43.01865,-90.93917,Oh I'm a jolly Irishman
459,"Pearson, WI, USA",45.364167,-89.016389,"O Mary dear, go ask your mother"
460,"Pearson, WI, USA",45.364167,-89.016389,O Mary dear
461,"Pearson, WI, USA",45.364167,-89.016389,"Oh Mother dear, be not severe"
462,"Lancaster, WI, USA",42.846347,-90.707772,"Oh yah, ain't dat been fine"
463,"Plainfield, WI, USA",44.213709,-89.494963,"Oh, it's about three years ago, I was digging in the sand"
464,"Stevens Point, WI, USA",44.51956,-89.573683,Oj Gorol ci ja Gorol| W murowanej piwnicy| Czerwony pas
465,"Madison, WI, USA",43.081309,-89.395609,Oj pastiri| Raduj te se narodi da cu cu jete glas| Narodi nam se kralj nebeski
466,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Oklahoma Indian welcome song
467,"Port Washington, WI, USA",43.395175,-87.867334,Olafur rad med bjorgum frum
468,"Verona, WI, USA",42.988199,-89.536182,Ã–lands tÃ¶ser
469,"Lancaster, WI, USA",42.846347,-90.707772,Old Black Joe
470,"Linden, WI, USA",42.918516,-90.274171,Old Dan Tucker
471,"Madison, WI, USA",43.081309,-89.395609,Old elm tree
472,"Wautoma, WI, USA",44.070467,-89.28797,Old Hazeltine
473,"Monroe, WI, USA",42.597234,-89.645995,Old man came home again as drunk as he could be
474,"Dyckesville, WI, USA",44.637035,-87.767163,Old time dance tune
475,"Kenosha, WI, USA",42.584327,-87.841871,Old village clock
476,"Monroe, WI, USA",42.597234,-89.645995,Old Willis is dead and in his grave lay
477,"Superior, WI, USA",46.705622,-92.101588,Om dagen vid mit arbete
478,"Prairie du Chien, WI, USA",43.042549,-91.141425,On the decks of the Baltimore
479,"Black River Falls, WI, USA",44.300723,-90.843263,On the lake of Ponchartrain
480,"Antigo, WI, USA",45.142765,-89.156261,Once I courted a charming beauty bright
481,"Pearson, WI, USA",45.364167,-89.016389,Once I courted a charming beauty bright
482,"Antigo, WI, USA",45.142765,-89.156261,Once I courted a pretty little girl
483,"Lancaster, WI, USA",42.846347,-90.707772,One more river
484,"Pearson, WI, USA",45.364167,-89.016389,"One morning, one morning, one morning in spring"
485,"Madison, WI, USA",43.081309,-89.395609,Two rounds
486,"Belgium, WI, USA",43.500499,-87.845446,Onse Gescht fu Chicago
487,"Brandon, WI, USA",43.736175,-88.781793,Orphan
488,"Madison, WI, USA",43.081309,-89.395609,Ossians' serenade
489,"Madison, WI, USA",43.081309,-89.395609,Dance calls
490,"Madison, WI, USA",43.081309,-89.395609,Paal pae haugen
491,"Black River Falls, WI, USA",44.300723,-90.843263,Paddy Doyle and Biddy O'Toole
492,"Coloma, WI, USA",44.032518,-89.52108,"Paddy Miles, the fisherman"
493,"Crandon, WI, USA",45.568712,-88.897293,Pat Malone forgot that he was dead
494,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Patterns of drum beats
495,"Milltown, WI, USA",45.526651,-92.499354,Paul paa Haugje
496,"Green Bay, WI, USA",44.517447,-87.954553,Pauvre matelot
497,"Green Bay, WI, USA",44.517447,-87.954553,Pauvre soldat
499,"Pickett, WI, USA",43.911389,-88.729722,Peraidd ganodd
500,"Somerset, WI, USA",45.130029,-92.676858,Petit navire
501,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Peyote society songs
502,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Peyote songs
503,"Crandon, WI, USA",45.568712,-88.897293,Pickled Jew
504,"Milwaukee, WI, USA",43.063146,-87.948334,Piesn wieczorna
505,"Rice Lake, WI, USA",45.503769,-91.740829,Pig schottische
506,"Rice Lake, WI, USA",45.503769,-91.740829,Pinery boy
507,"Sheboygan, WI, USA",43.756279,-87.723689,Plaukia Nemunelis
509,"Monroe, WI, USA",42.597234,-89.645995,Play party games
511,"Hancock, WI, USA",44.13365,-89.521554,Please Mr. Bartender
512,"Prairie du Chien, WI, USA",43.042549,-91.141425,Pod naÅ¡ima okny
513,"Prairie du Chien, WI, USA",43.042549,-91.141425,Pod naÅ¡ima okny
514,"Yuba, WI, USA",43.535455,-90.426785,Polka
515,"Madison, WI, USA",43.081309,-89.395609,Polka
516,"Platteville, WI, USA",42.736625,-90.470909,Pompey is dead and laid in his grave
517,"Mukwonago, WI, USA",42.862336,-88.323693,Poor Rose of Lucerne
518,"Yuba, WI, USA",43.535455,-90.426785,Popelka polka
521,"Schofield, WI, USA",44.918498,-89.609749,Prayer meeting time in the hollow
522,"Millville, WI, USA",43.01865,-90.93917,Preacher went a-hunting
523,"Lancaster, WI, USA",42.846347,-90.707772,Pretty Polly
524,"Madison, WI, USA",43.081309,-89.395609,Pretty Polly Oliver
525,"Sheboygan, WI, USA",43.756279,-87.723689,Pries pavo al toriui
526,"Brandon, WI, USA",43.736175,-88.781793,Psalm 138
527,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 25, verse 2"
528,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 25, verse 2"
529,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 42, no.1"
530,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 68, verse 10"
531,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 81, verse 12"
532,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 84, verse 1"
533,"Brandon, WI, USA",43.736175,-88.781793,"Psalm 89, verse 7"
534,"Rhinelander, WI, USA",45.644155,-89.400934,Quadrille
535,"Fort Atkinson, WI, USA",42.932551,-88.838673,Quadrille square-dance call
536,"Prairie du Chien, WI, USA",43.042549,-91.141425,Quand je pense Ã  mon ami
537,"Waukesha, WI, USA",43.02433,-88.244537,Quand j'Ã©tais chez mon pere
538,"Wisconsin Dells, WI, USA",43.628055,-89.771693,"Rabbit dance, old song"
539,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Rabbit dance music
541,"Harvard, IL, USA",42.420737,-88.613519,Ramsey County Jail
542,"Colburn, WI, USA",45.096915,-90.988938,Red light saloon
543,"Coloma, WI, USA",44.032518,-89.52108,Red-light saloon
544,"Schofield, WI, USA",44.918498,-89.609749,Redlight saloon of Muskegan
545,"Beloit, WI, USA",42.510674,-89.033751,Reginella
546,"Oostburg, WI, USA",43.623074,-87.789119,Reislied
547,"Madison, WI, USA",43.081309,-89.395609,"Reite, reite"
548,"Millville, WI, USA",43.01865,-90.93917,Reuben Ranzo
549,"Mukwonago, WI, USA",42.862336,-88.323693,Reuben Wright and Phoebe Brown
550,"Green Bay, WI, USA",44.517447,-87.954553,RÃªves de jeunesse
551,"Green Bay, WI, USA",44.517447,-87.954553,Reviens mon fils
552,"Superior, WI, USA",46.705622,-92.101588,Rida ranka
553,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Riding song
554,"Crandon, WI, USA",45.568712,-88.897293,Riley and I were chums
555,"Beloit, WI, USA",42.510674,-89.033751,Rimpianto
556,"Berlin, WI, USA",43.968582,-88.952344,Robin
557,"Harvard, IL, USA",42.420737,-88.613519,Rock in the meadow
558,"Lancaster, WI, USA",42.846347,-90.707772,Rock of ages
559,"Kenosha, WI, USA",42.584327,-87.841871,Roeijersliet
560,"Waukesha, WI, USA",43.02433,-88.244537,Roi a fait battre tambour
561,"Denmark, WI, USA",44.348556,-87.831168,Roselil
562,"Dyckesville, WI, USA",44.637035,-87.767163,"Rosette, c'est aujourdhui le jour"
563,"Crandon, WI, USA",45.568712,-88.897293,Rowan County trouble
564,"Madison, WI, USA",43.081309,-89.395609,Roy Neil
565,"Pickett, WI, USA",43.911389,-88.729722,Rwy'n myn'd
566,"Rhinelander, WI, USA",45.644155,-89.400934,Rye waltz
567,"Superior, WI, USA",46.705622,-92.101588,"SÃ¤ kasvoit, neito kaunoinen"
568,"Lancaster, WI, USA",42.846347,-90.707772,Sadie Ray
569,"Rice Lake, WI, USA",45.503769,-91.740829,SÃ¦tterlib
570,"Antigo, WI, USA",45.142765,-89.156261,Sally's in the garden
571,"Cumberland, WI, USA",45.532863,-92.023279,Salve del Ciel Regina
572,"Yuba, WI, USA",43.535455,-90.426785,Samec galop
573,"Somerset, WI, USA",45.130029,-92.676858,Sans toi
574,"Cumberland, WI, USA",45.532863,-92.023279,Santa Lucia Luntana
575,"Stevens Point, WI, USA",44.51956,-89.573683,Saterjentens sÃ¸ndag
576,"Madison, WI, USA",43.081309,-89.395609,Schottische
577,"Verona, WI, USA",42.988199,-89.536182,"Schottische - Oh, Susanna"
578,"Rhinelander, WI, USA",45.644155,-89.400934,Scotch hornpipe
579,"Darlington, WI, USA",42.682928,-90.115182,Sehnsucht nach der Heimat
580,"Hayward, WI, USA",46.008889,-91.482601,Shanghai rooster
581,"Pickett, WI, USA",43.911389,-88.729722,Shani bach
582,"Marion, WI, USA",44.673553,-88.889653,Shanty boy and the farmer
583,"Coloma, WI, USA",44.032518,-89.52108,Shanty boy of the big Eau Claire
585,"Hancock, WI, USA",44.13365,-89.521554,Shantyman's life
586,"Rhinelander, WI, USA",45.644155,-89.400934,Shantyman's life
587,"Hayward, WI, USA",46.008889,-91.482601,Shantyman's life
588,"Pearson, WI, USA",45.364167,-89.016389,Ship set sail for North America
589,"Millville, WI, USA",43.01865,-90.93917,Ship that never returned
590,"Millville, WI, USA",43.01865,-90.93917,Ship was becalmed in a tropical sea
591,"Mayville, WI, USA",43.498983,-88.548322,Shir dreizig Jahre bist du alt
592,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Shoshone buffalo dance
593,"White Lake, WI, USA",45.160727,-88.772136,Shots echoing round the mountain
594,"Millville, WI, USA",43.01865,-90.93917,Sic 'em Jack - Now he's sorry that he spoke
595,"Rhinelander, WI, USA",45.644155,-89.400934,Sicilian circle
596,"Beloit, WI, USA",42.510674,-89.033751,Signora Fortuna
598,"Mukwonago, WI, USA",42.862336,-88.323693,Singing school
599,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Sioux war song
600,"Monroe, WI, USA",42.597234,-89.645995,Six kings' daughters
601,"Blair, WI, USA",44.296263,-91.225443,SjÃ¦re sjÃ¦re havre
602,"Madison, WI, USA",43.081309,-89.395609,Sleepy time gal
603,"Stevens Point, WI, USA",44.51956,-89.573683,Smert komara
604,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Snake dance
605,"Rhinelander, WI, USA",45.644155,-89.400934,Snow dear
606,"Millville, WI, USA",43.01865,-90.93917,"So merry, so merry are we"
607,"Madison, WI, USA",43.081309,-89.395609,So reiten die Herren
608,"Marion, WI, USA",44.673553,-88.889653,Sockery's cat
609,"Somerset, WI, USA",45.130029,-92.676858,Soldier song
610,"Blair, WI, USA",44.296263,-91.225443,Solung visa
611,"Rhinelander, WI, USA",45.644155,-89.400934,"Some of my own composin', a hornpipe"
612,"Kenosha, WI, USA",42.584327,-87.841871,Sona la mezza natte
613,"Darlington, WI, USA",42.682928,-90.115182,"Spin, spin, spin"
614,"Superior, WI, USA",46.705622,-92.101588,"Spinn, spinn"
615,"Madison, WI, USA",43.081309,-89.395609,Springar #1
616,"Madison, WI, USA",43.081309,-89.395609,Springar #2
617,"Rice Lake, WI, USA",45.503769,-91.740829,Springar
618,"Lancaster, WI, USA",42.846347,-90.707772,Square-dance call #2
619,"Lancaster, WI, USA",42.846347,-90.707772,Square-dance call
620,"Lancaster, WI, USA",42.846347,-90.707772,Square-dance call
621,"Lancaster, WI, USA",42.846347,-90.707772,Square-dance call
622,"Fort Atkinson, WI, USA",42.932551,-88.838673,Square-dance call
623,"Fort Atkinson, WI, USA",42.932551,-88.838673,Square-dance call
624,"Fort Atkinson, WI, USA",42.932551,-88.838673,Square-dance call
626,"Mayville, WI, USA",43.498983,-88.548322,Steh ich am Fenster Mittenacht
627,"Prairie du Chien, WI, USA",43.042549,-91.141425,StojÃ© hruska sirem poli visek seji zelena
628,"Hancock, WI, USA",44.13365,-89.521554,Story of Harry Bale
629,"Kenosha, WI, USA",42.584327,-87.841871,Street cry and Holland scissors grinder
630,"Millville, WI, USA",43.01865,-90.93917,"Strike up the band, here comes a sailor"
631,"Sheboygan, WI, USA",43.756279,-87.723689,Subatos vakareli
632,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Sun dance #1
633,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Sun dance #2
634,"Pearson, WI, USA",45.364167,-89.016389,Sun had set behind the hill
635,"Somerset, WI, USA",45.130029,-92.676858,Sur la route poudreuse
636,"Kewaunee, WI, USA",44.458374,-87.512667,SvÄ›sky se vÃ¡leji
637,"Rice Lake, WI, USA",45.503769,-91.740829,Swamper's revenge on the windfall
638,"Black River Falls, WI, USA",44.300723,-90.843263,Swan song
639,"Milwaukee, WI, USA",43.063146,-87.948334,Swaty (Dana moja dana)
640,"Grantsburg, WI, USA",45.777786,-92.685056,Swedish national anthem
641,"Grantsburg, WI, USA",45.777786,-92.685056,Swedish tramp song
642,"Madison, WI, USA",43.081309,-89.395609,Sweet William
643,"Verona, WI, USA",42.988199,-89.536182,Swiss lÃ¤ndler
644,"Verona, WI, USA",42.988199,-89.536182,Swiss lap-waltz
645,"Verona, WI, USA",42.988199,-89.536182,Swiss melody accordion and yodel
646,"Verona, WI, USA",42.988199,-89.536182,Swiss two-step
647,"Verona, WI, USA",42.988199,-89.536182,Swiss waltz
648,"Verona, WI, USA",42.988199,-89.536182,Swiss yodel
649,"Barron, WI, USA",45.399492,-91.846754,Swiss yodel
650,"Barron, WI, USA",45.399492,-91.846754,Swiss yodel
651,"Grantsburg, WI, USA",45.777786,-92.685056,TacksÃ¤gelse
652,"Superior, WI, USA",46.705622,-92.101588,Taiwas on sininen
653,"Lancaster, WI, USA",42.846347,-90.707772,Tassles on your boots
654,"Beloit, WI, USA",42.510674,-89.033751,Tazza di cafe
655,"Oneida, WI, USA",44.475504,-88.243735,Te Deum laudamus
656,"Grantsburg, WI, USA",45.777786,-92.685056,That silver-haired daddy of mine
657,"Pearson, WI, USA",45.364167,-89.016389,There was a rich old man
658,"Plainfield, WI, USA",44.213709,-89.494963,There was an old woman
659,"Millville, WI, USA",43.01865,-90.93917,There was an old woman in London
660,"Rhinelander, WI, USA",45.644155,-89.400934,There's a gold mine in the sky
661,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Third and fourth victory or women's dance
662,"Monroe, WI, USA",42.597234,-89.645995,Three dishes and six questions
663,"Galesville, WI, USA",44.083066,-91.358281,Three nations
664,"Mukwonago, WI, USA",42.862336,-88.323693,Thus sang an Indian maid
665,"Beloit, WI, USA",42.510674,-89.033751,Tici-ti tici-ta
666,"Grantsburg, WI, USA",45.777786,-92.685056,Till Ã¶sterland vill jag fara
667,"Rhinelander, WI, USA",45.644155,-89.400934,Tomahawk hem (Where evergreens do grow)
668,"Pearson, WI, USA",45.364167,-89.016389,Tomorrow morning I'm sweet sixteen
669,"Beloit, WI, USA",42.510674,-89.033751,Torna a Sorrento
670,"Belgium, WI, USA",43.500499,-87.845446,Troscht
671,"Grantsburg, WI, USA",45.777786,-92.685056,Trygzare kan ingen vare
672,"Superior, WI, USA",46.705622,-92.101588,"Tulatullala, posket pullalla"
673,"Blair, WI, USA",44.296263,-91.225443,Tulla
674,"Superior, WI, USA",46.705622,-92.101588,Tuoll'on
676,"Lancaster, WI, USA",42.846347,-90.707772,Turkey in the straw #1
677,"Pearson, WI, USA",45.364167,-89.016389,'Twas autumn and the leaves were round me descending
678,"Pearson, WI, USA",45.364167,-89.016389,'Twas on a cold and winter day
679,"Crandon, WI, USA",45.568712,-88.897293,Twenty-pound dog
680,"Darlington, WI, USA",42.682928,-90.115182,Two Alpine songs
681,"Black River Falls, WI, USA",44.300723,-90.843263,Two lovers talking one night
682,"Wisconsin Dells, WI, USA",43.628055,-89.771693,2 social dances
683,"Madison, WI, USA",43.081309,-89.395609,Two soldiers lying as they fell
684,"Wisconsin Dells, WI, USA",43.628055,-89.771693,2 victory or squaw (women's) dances
685,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Two-step dance song
686,"Madison, WI, USA",43.081309,-89.395609,Tyroler und sein Kind
687,"Stevens Point, WI, USA",44.51956,-89.573683,Ty ze mnie szyozisz (a dialogue between boy and girl)
689,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Unfaithful woman
690,"Stevens Point, WI, USA",44.51956,-89.573683,Ungbirken
692,"Brussels, WI, USA",44.719135,-87.580459,Belgian folk song
693,"Stevens Point, WI, USA",44.51956,-89.573683,Dei vil alltid klaga og kyta
694,"Kewaunee, WI, USA",44.458374,-87.512667,[Title unknown]
696,"Port Washington, WI, USA",43.395175,-87.867334,[Title unknown]
697,"Brussels, WI, USA",44.719135,-87.580459,Song in Walloon dialect
698,"Port Washington, WI, USA",43.395175,-87.867334,National anthem
699,"Oostburg, WI, USA",43.623074,-87.789119,Dutch folk song
700,"Red Granite, Lohrville, WI, USA",44.036479,-89.113419,Unwaith etto'n nuhumre Anwyl
701,"Prairie du Chien, WI, USA",43.042549,-91.141425,Uz je mala chvilka do dne
702,"Kewaunee, WI, USA",44.458374,-87.512667,V zahradÄ›
703,"Grantsburg, WI, USA",45.777786,-92.685056,"Var jag gar, i skogar"
704,"Grantsburg, WI, USA",45.777786,-92.685056,VÃ¥rvinder friska leka och hviska
705,"Madison, WI, USA",43.081309,-89.395609,Verlassen
706,"Antigo, WI, USA",45.142765,-89.156261,Very first time I saw my love
708,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Victory dance
709,"Madison, WI, USA",43.081309,-89.395609,Vingede skare
710,"Yuba, WI, USA",43.535455,-90.426785,Virny Pravik
711,"Rice Lake, WI, USA",45.503769,-91.740829,Vo LuzÃ¤rn uf WÃ¤ggis zue
712,"Prairie du Chien, WI, USA",43.042549,-91.141425,Vojak od Preducin
713,"Somerset, WI, USA",45.130029,-92.676858,Voyageur
714,"Brandon, WI, USA",43.736175,-88.781793,"Waarheen, pelgrims"
715,"Crandon, WI, USA",45.568712,-88.897293,Wabash Cannonball
716,"Madison, WI, USA",43.081309,-89.395609,Waltz
717,"Rhinelander, WI, USA",45.644155,-89.400934,Waltz varsuvienne
718,"Belgium, WI, USA",43.500499,-87.845446,Wanterlitt
719,"Black River Falls, WI, USA",44.300723,-90.843263,War dance
720,"Wisconsin Dells, WI, USA",43.628055,-89.771693,War dance melody
721,"Wisconsin Dells, WI, USA",43.628055,-89.771693,War dance song #1
722,"Wisconsin Dells, WI, USA",43.628055,-89.771693,War dance song #2
723,"Wisconsin Dells, WI, USA",43.628055,-89.771693,World War II song #4
724,"Wisconsin Dells, WI, USA",43.628055,-89.771693,War song
725,"Kewaunee, WI, USA",44.458374,-87.512667,Wausau polka
726,"Millville, WI, USA",43.01865,-90.93917,We will haul - we will pull
727,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Wedding songs
728,"New Glarus, WI, USA",42.813394,-89.634998,Weils mi' freut
729,"Wausau, WI, USA",44.963482,-89.639884,Weis du wie viel Sterne gehen
730,"Antigo, WI, USA",45.142765,-89.156261,"Well met, my old true love"
731,"Sheboygan, WI, USA",43.756279,-87.723689,Wen I my diarndl halsen thu
732,"Darlington, WI, USA",42.682928,-90.115182,Wenn ich dir im Ã„uglein schaut
733,"Darlington, WI, USA",42.682928,-90.115182,Wenn ich mein Hause verkaufft
734,"Darlington, WI, USA",42.682928,-90.115182,"Wenn willst du einst richt glÃ¼chlich [i.e., glÃ¼cklich] werden"
735,"Antigo, WI, USA",45.142765,-89.156261,What will I do with the baby - o
736,"Schofield, WI, USA",44.918498,-89.609749,Wheel of the wagon is broken
737,"Darlington, WI, USA",42.682928,-90.115182,When my father's house is covered with straw
738,"Antigo, WI, USA",45.142765,-89.156261,When she got there she was highly mounted
739,"Mukwonago, WI, USA",42.862336,-88.323693,When the cold wind blows
740,"Colburn, WI, USA",45.096915,-90.988938,White captive
741,"Plainfield, WI, USA",44.213709,-89.494963,Whore with the curly hair
742,"Madison, WI, USA",43.081309,-89.395609,"Wie die Himmel seine Sterne, so hab Ich dich gern"
743,"Brandon, WI, USA",43.736175,-88.781793,Wiene Wederslweh bloed volksrang
744,"Madison, WI, USA",43.081309,-89.395609,Wiener Coachman
745,"Mayville, WI, USA",43.498983,-88.548322,Wir sitzen so frÃ¶hlich beisamen
748,"Mukwonago, WI, USA",42.862336,-88.323693,Woman from Trenton
749,"Chippewa Falls, WI, USA",44.933577,-91.388875,Wreck of the Julie Plante
750,"Millville, WI, USA",43.01865,-90.93917,Yankee ship came down the river
751,"Madison, WI, USA",43.081309,-89.395609,Yderst mod norden
752,"Oneida, WI, USA",44.475504,-88.243735,Ye zos su gwa no lukwa
753,"Superior, WI, USA",46.705622,-92.101588,Yksi ruusu opn kasvanut laaksossa
754,"Antigo, WI, USA",45.142765,-89.156261,You may climb a chestnut tree
755,"Madison, WI, USA",43.081309,-89.395609,Young Charlotte
756,"Lancaster, WI, USA",42.846347,-90.707772,Young Indian lass
757,"Madison, WI, USA",43.081309,-89.395609,Young Johnny| I never will marry
758,"Monroe, WI, USA",42.597234,-89.645995,Young Mary
759,"Beloit, WI, USA",42.510674,-89.033751,A za ciccha
760,"Kewaunee, WI, USA",44.458374,-87.512667,Za jeden krasny pohled tvuj
761,"Prairie du Chien, WI, USA",43.042549,-91.141425,Za naÅ¡em domeÄkem
762,"Yuba, WI, USA",43.535455,-90.426785,Za otcem
763,"Stevens Point, WI, USA",44.51956,-89.573683,Kashubian dialect
764,"Wausau, WI, USA",44.963482,-89.639884,Zigeuner Kind
766,"Rhinelander, WI, USA",45.644155,-89.400934,Zip coon
767,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Zuni rain dance song
768,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Zuni-Comanche song
769,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Zuni-Comanche song #2
770,"Belgium, WI, USA",43.500499,-87.845446,Zur Errenneronk
771,"Yuba, WI, USA",43.535455,-90.426785,Zvojni domÅ¯
772,"Kewaunee, WI, USA",44.458374,-87.512667,MÅ¯j milÃ¡Äek waltz
773,"Madison, WI, USA",43.081309,-89.395609,Springar #3
774,"Superior, WI, USA",46.705622,-92.101588,"Tulatullala, posket pullalla"
775,"Rice Lake, WI, USA",45.503769,-91.740829,LÃ¤ndler #3
776,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Unfaithful woman
777,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Medicine song (Series of 4 songs)
778,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Information on Blow Snake's songs
779,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Love song
780,"Barron, WI, USA",45.399492,-91.846754,Swiss yodel
781,"Black River Falls, WI, USA",44.300723,-90.843263,Flute song
782,"Black River Falls, WI, USA",44.300723,-90.843263,Flute song
783,"Blair, WI, USA",44.296263,-91.225443,Liden ekorn
784,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Flute song
5216,"Rhinelander, WI, USA",45.644155,-89.400934,Fisher's hornpipe
5217,"Rhinelander, WI, USA",45.644155,-89.400934,Money musk medley
5218,"Rhinelander, WI, USA",45.644155,-89.400934,Good for the tongue
5219,"Rhinelander, WI, USA",45.644155,-89.400934,What Sam Gray whistled
5220,"Rhinelander, WI, USA",45.644155,-89.400934,Old McDonald's reel
5221,"Rhinelander, WI, USA",45.644155,-89.400934,Pigtown fling
5222,"Rhinelander, WI, USA",45.644155,-89.400934,Lancers
5223,"Rhinelander, WI, USA",45.644155,-89.400934,Masurka
5224,"Rhinelander, WI, USA",45.644155,-89.400934,Sicilian circle
5225,"Rhinelander, WI, USA",45.644155,-89.400934,Devil's dream
5226,"Rhinelander, WI, USA",45.644155,-89.400934,Highland fling
5301,"Crandon, WI, USA",45.568712,-88.897293,Little brown bulls
5302,"Crandon, WI, USA",45.568712,-88.897293,Little brown bulls| Young Charlotte
5303,"Crandon, WI, USA",45.568712,-88.897293,Locks and bolts
